replicate,availability_target_fraction,availability_relation,availability_slope,availability_intercept,realized_available_n,realized_available_fraction,full_population_event_n,available_event_n,event_availability_ceiling
63,0.9,risk_independent,0.0,2.197224577337238,90059,0.90059,10145,9171,0.9039921143420404
63,0.9,higher_risk_more_available,1.0,2.5642215001107616,90087,0.90087,10145,9690,0.9551503203548546
64,0.5,higher_risk_less_available,-1.0,0.0,50175,0.50175,9916,3286,0.3313836224283985
64,0.5,risk_independent,0.0,0.0,50298,0.50298,9916,4960,0.5002016942315449
64,0.5,higher_risk_more_available,1.0,0.0,50095,0.50095,9916,6527,0.6582291246470351
64,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69986,0.69986,9916,5346,0.5391286809197257
64,0.7,risk_independent,0.0,0.8472978603867887,70029,0.70029,9916,6902,0.6960467930617185
64,0.7,higher_risk_more_available,1.0,1.0184006519909872,70134,0.70134,9916,8186,0.8255344897135942
64,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90006,0.90006,9916,8058,0.8126260588947156
64,0.9,risk_independent,0.0,2.197224577337238,90091,0.90091,9916,8881,0.8956232351754739
64,0.9,higher_risk_more_available,1.0,2.5642215001107616,90154,0.90154,9916,9435,0.9514925373134329
65,0.5,higher_risk_less_available,-1.0,0.0,50036,0.50036,9914,3309,0.3337704256606819
65,0.5,risk_independent,0.0,0.0,49951,0.49951,9914,4970,0.5013112769820456
65,0.5,higher_risk_more_available,1.0,0.0,50071,0.50071,9914,6644,0.6701634052854549
65,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70062,0.70062,9914,5311,0.5357070808957031
65,0.7,risk_independent,0.0,0.8472978603867887,69980,0.6998,9914,6897,0.6956828727052653
65,0.7,higher_risk_more_available,1.0,1.0184006519909872,70075,0.70075,9914,8260,0.8331652208997378
65,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90021,0.90021,9914,8083,0.8153116804518862
65,0.9,risk_independent,0.0,2.197224577337238,90093,0.90093,9914,8932,0.9009481541254791
65,0.9,higher_risk_more_available,1.0,2.5642215001107616,89929,0.89929,9914,9451,0.9532983659471455
66,0.5,higher_risk_less_available,-1.0,0.0,50330,0.5033,9893,3312,0.3347821692105529
66,0.5,risk_independent,0.0,0.0,50218,0.50218,9893,4899,0.49519862529060954
66,0.5,higher_risk_more_available,1.0,0.0,50117,0.50117,9893,6575,0.6646113413524715
66,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70272,0.70272,9893,5336,0.5393712726170019
66,0.7,risk_independent,0.0,0.8472978603867887,70320,0.7032,9893,6939,0.7014050338623269
66,0.7,higher_risk_more_available,1.0,1.0184006519909872,70146,0.70146,9893,8152,0.8240169817042353
66,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90268,0.90268,9893,8149,0.8237137369857475
66,0.9,risk_independent,0.0,2.197224577337238,90113,0.90113,9893,8922,0.9018497927827757
66,0.9,higher_risk_more_available,1.0,2.5642215001107616,90072,0.90072,9893,9430,0.9531992317800465
67,0.5,higher_risk_less_available,-1.0,0.0,49872,0.49872,9748,3312,0.3397620024620435
67,0.5,risk_independent,0.0,0.0,49788,0.49788,9748,4862,0.4987689782519491
67,0.5,higher_risk_more_available,1.0,0.0,49778,0.49778,9748,6479,0.6646491588018055
67,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70117,0.70117,9748,5320,0.5457529749692245
67,0.7,risk_independent,0.0,0.8472978603867887,69854,0.69854,9748,6864,0.7041444398851047
67,0.7,higher_risk_more_available,1.0,1.0184006519909872,69641,0.69641,9748,8048,0.8256052523594584
67,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90158,0.90158,9748,8020,0.8227328682806729
67,0.9,risk_independent,0.0,2.197224577337238,90033,0.90033,9748,8777,0.9003898235535495
67,0.9,higher_risk_more_available,1.0,2.5642215001107616,90000,0.9,9748,9282,0.9521953221173574
68,0.5,higher_risk_less_available,-1.0,0.0,50059,0.50059,10022,3339,0.33316703252843743
68,0.5,risk_independent,0.0,0.0,50053,0.50053,10022,5063,0.505188585112752
68,0.5,higher_risk_more_available,1.0,0.0,50167,0.50167,10022,6719,0.6704250648573139
68,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70053,0.70053,10022,5434,0.5422071442825783
68,0.7,risk_independent,0.0,0.8472978603867887,70066,0.70066,10022,7060,0.7044502095390142
68,0.7,higher_risk_more_available,1.0,1.0184006519909872,70084,0.70084,10022,8362,0.8343643983236879
68,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90130,0.9013,10022,8248,0.8229894232688086
68,0.9,risk_independent,0.0,2.197224577337238,90135,0.90135,10022,9029,0.9009179804430253
68,0.9,higher_risk_more_available,1.0,2.5642215001107616,90086,0.90086,10022,9542,0.952105368189982
69,0.5,higher_risk_less_available,-1.0,0.0,50085,0.50085,10056,3326,0.3307478122513922
69,0.5,risk_independent,0.0,0.0,50066,0.50066,10056,4965,0.49373508353221957
69,0.5,higher_risk_more_available,1.0,0.0,49938,0.49938,10056,6604,0.656722354813047
69,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69928,0.69928,10056,5415,0.5384844868735084
69,0.7,risk_independent,0.0,0.8472978603867887,69941,0.69941,10056,7011,0.6971957040572793
69,0.7,higher_risk_more_available,1.0,1.0184006519909872,69968,0.69968,10056,8266,0.8219968178202068
69,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90037,0.90037,10056,8208,0.8162291169451074
69,0.9,risk_independent,0.0,2.197224577337238,89942,0.89942,10056,9024,0.8973747016706444
69,0.9,higher_risk_more_available,1.0,2.5642215001107616,90002,0.90002,10056,9591,0.9537589498806682
70,0.5,higher_risk_less_available,-1.0,0.0,50017,0.50017,9868,3271,0.33147547628698826
70,0.5,risk_independent,0.0,0.0,49939,0.49939,9868,4999,0.506586947709769
70,0.5,higher_risk_more_available,1.0,0.0,49910,0.4991,9868,6580,0.6668017835427645
70,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70025,0.70025,9868,5317,0.5388123226591002
70,0.7,risk_independent,0.0,0.8472978603867887,69926,0.69926,9868,6866,0.6957843534657479
70,0.7,higher_risk_more_available,1.0,1.0184006519909872,69729,0.69729,9868,8186,0.8295500608025942
70,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89978,0.89978,9868,8069,0.8176935549250102
70,0.9,risk_independent,0.0,2.197224577337238,89958,0.89958,9868,8867,0.8985610052695582
70,0.9,higher_risk_more_available,1.0,2.5642215001107616,89989,0.89989,9868,9367,0.9492298338062424
71,0.5,higher_risk_less_available,-1.0,0.0,50203,0.50203,9924,3358,0.33837162434502216
71,0.5,risk_independent,0.0,0.0,50311,0.50311,9924,5074,0.511285771866183
71,0.5,higher_risk_more_available,1.0,0.0,50282,0.50282,9924,6701,0.6752317613865377
71,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70134,0.70134,9924,5434,0.5475614671503426
71,0.7,risk_independent,0.0,0.8472978603867887,70017,0.70017,9924,6997,0.7050584441757356
71,0.7,higher_risk_more_available,1.0,1.0184006519909872,70106,0.70106,9924,8256,0.8319226118500604
71,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90062,0.90062,9924,8159,0.8221483272873841
71,0.9,risk_independent,0.0,2.197224577337238,90023,0.90023,9924,8976,0.9044740024183797
71,0.9,higher_risk_more_available,1.0,2.5642215001107616,89978,0.89978,9924,9465,0.9537484885126964
72,0.5,higher_risk_less_available,-1.0,0.0,49971,0.49971,10015,3380,0.33749375936095855
72,0.5,risk_independent,0.0,0.0,49741,0.49741,10015,4927,0.4919620569146281
72,0.5,higher_risk_more_available,1.0,0.0,49815,0.49815,10015,6654,0.6644033949076386
72,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69986,0.69986,10015,5419,0.5410883674488267
72,0.7,risk_independent,0.0,0.8472978603867887,69894,0.69894,10015,6983,0.6972541188217674
72,0.7,higher_risk_more_available,1.0,1.0184006519909872,69821,0.69821,10015,8227,0.8214677983025461
72,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89914,0.89914,10015,8159,0.8146779830254618
72,0.9,risk_independent,0.0,2.197224577337238,89950,0.8995,10015,8969,0.8955566650024963
72,0.9,higher_risk_more_available,1.0,2.5642215001107616,89865,0.89865,10015,9503,0.9488766849725412
73,0.5,higher_risk_less_available,-1.0,0.0,50272,0.50272,9975,3323,0.3331328320802005
73,0.5,risk_independent,0.0,0.0,50017,0.50017,9975,4994,0.5006516290726817
73,0.5,higher_risk_more_available,1.0,0.0,49873,0.49873,9975,6666,0.6682706766917293
73,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70128,0.70128,9975,5425,0.543859649122807
73,0.7,risk_independent,0.0,0.8472978603867887,70207,0.70207,9975,6995,0.7012531328320802
73,0.7,higher_risk_more_available,1.0,1.0184006519909872,70130,0.7013,9975,8266,0.828671679197995
73,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89829,0.89829,9975,8145,0.8165413533834587
73,0.9,risk_independent,0.0,2.197224577337238,89920,0.8992,9975,8988,0.9010526315789473
73,0.9,higher_risk_more_available,1.0,2.5642215001107616,89936,0.89936,9975,9514,0.9537844611528822
74,0.5,higher_risk_less_available,-1.0,0.0,50064,0.50064,9974,3443,0.3451975135351915
74,0.5,risk_independent,0.0,0.0,50100,0.501,9974,5021,0.5034088630439142
74,0.5,higher_risk_more_available,1.0,0.0,49990,0.4999,9974,6591,0.6608181271305394
74,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69968,0.69968,9974,5477,0.549127732103469
74,0.7,risk_independent,0.0,0.8472978603867887,69933,0.69933,9974,6968,0.6986164026468819
74,0.7,higher_risk_more_available,1.0,1.0184006519909872,70070,0.7007,9974,8257,0.8278524162823341
74,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89972,0.89972,9974,8160,0.8181271305394024
74,0.9,risk_independent,0.0,2.197224577337238,90030,0.9003,9974,8983,0.900641668337678
74,0.9,higher_risk_more_available,1.0,2.5642215001107616,89999,0.89999,9974,9481,0.9505714858632445
75,0.5,higher_risk_less_available,-1.0,0.0,50076,0.50076,10208,3463,0.33924373040752354
75,0.5,risk_independent,0.0,0.0,50129,0.50129,10208,5159,0.5053879310344828
75,0.5,higher_risk_more_available,1.0,0.0,49940,0.4994,10208,6802,0.6663401253918495
75,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70175,0.70175,10208,5535,0.5422217868338558
75,0.7,risk_independent,0.0,0.8472978603867887,69989,0.69989,10208,7150,0.7004310344827587
75,0.7,higher_risk_more_available,1.0,1.0184006519909872,70144,0.70144,10208,8473,0.8300352664576802
75,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90035,0.90035,10208,8312,0.8142633228840125
75,0.9,risk_independent,0.0,2.197224577337238,90020,0.9002,10208,9193,0.9005681818181818
75,0.9,higher_risk_more_available,1.0,2.5642215001107616,89851,0.89851,10208,9712,0.95141065830721
76,0.5,higher_risk_less_available,-1.0,0.0,49786,0.49786,9948,3294,0.3311218335343788
76,0.5,risk_independent,0.0,0.0,49787,0.49787,9948,4997,0.5023120225170888
76,0.5,higher_risk_more_available,1.0,0.0,49783,0.49783,9948,6608,0.6642541214314435
76,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69998,0.69998,9948,5384,0.5412143144350623
76,0.7,risk_independent,0.0,0.8472978603867887,70028,0.70028,9948,6953,0.6989344591877764
76,0.7,higher_risk_more_available,1.0,1.0184006519909872,69835,0.69835,9948,8227,0.8270004020908726
76,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90106,0.90106,9948,8146,0.8188580619219944
76,0.9,risk_independent,0.0,2.197224577337238,90083,0.90083,9948,8952,0.8998793727382388
76,0.9,higher_risk_more_available,1.0,2.5642215001107616,90109,0.90109,9948,9495,0.9544632086851629
77,0.5,higher_risk_less_available,-1.0,0.0,50184,0.50184,10073,3364,0.33396207683907475
77,0.5,risk_independent,0.0,0.0,50243,0.50243,10073,5067,0.5030278963565968
77,0.5,higher_risk_more_available,1.0,0.0,50102,0.50102,10073,6728,0.6679241536781495
77,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70194,0.70194,10073,5435,0.5395612032165195
77,0.7,risk_independent,0.0,0.8472978603867887,70142,0.70142,10073,7101,0.7049538369899732
77,0.7,higher_risk_more_available,1.0,1.0184006519909872,70118,0.70118,10073,8365,0.8304378040305768
77,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89924,0.89924,10073,8206,0.8146530328601211
77,0.9,risk_independent,0.0,2.197224577337238,89998,0.89998,10073,9044,0.8978457261987491
77,0.9,higher_risk_more_available,1.0,2.5642215001107616,90126,0.90126,10073,9618,0.954829742876998
78,0.5,higher_risk_less_available,-1.0,0.0,50010,0.5001,9852,3256,0.33049127080795776
78,0.5,risk_independent,0.0,0.0,49881,0.49881,9852,4890,0.49634591961023145
78,0.5,higher_risk_more_available,1.0,0.0,50129,0.50129,9852,6608,0.6707267559886317
78,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70251,0.70251,9852,5348,0.5428339423467317
78,0.7,risk_independent,0.0,0.8472978603867887,70176,0.70176,9852,6918,0.7021924482338612
78,0.7,higher_risk_more_available,1.0,1.0184006519909872,70121,0.70121,9852,8184,0.830694275274056
78,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90007,0.90007,9852,8081,0.820239545269996
78,0.9,risk_independent,0.0,2.197224577337238,90175,0.90175,9852,8900,0.903369874137231
78,0.9,higher_risk_more_available,1.0,2.5642215001107616,90109,0.90109,9852,9406,0.9547300040600893
79,0.5,higher_risk_less_available,-1.0,0.0,49620,0.4962,10095,3318,0.3286775631500743
79,0.5,risk_independent,0.0,0.0,49927,0.49927,10095,5056,0.5008420009905894
79,0.5,higher_risk_more_available,1.0,0.0,49975,0.49975,10095,6709,0.6645864289252105
79,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69965,0.69965,10095,5511,0.5459138187221396
79,0.7,risk_independent,0.0,0.8472978603867887,70060,0.7006,10095,7079,0.7012382367508667
79,0.7,higher_risk_more_available,1.0,1.0184006519909872,70117,0.70117,10095,8362,0.8283308568598317
79,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89923,0.89923,10095,8261,0.8183259039128281
79,0.9,risk_independent,0.0,2.197224577337238,89856,0.89856,10095,9085,0.8999504705299654
79,0.9,higher_risk_more_available,1.0,2.5642215001107616,90007,0.90007,10095,9600,0.950965824665676
80,0.5,higher_risk_less_available,-1.0,0.0,50037,0.50037,10026,3418,0.34091362457610214
80,0.5,risk_independent,0.0,0.0,49950,0.4995,10026,5049,0.5035906642728905
80,0.5,higher_risk_more_available,1.0,0.0,50055,0.50055,10026,6703,0.6685617394773589
80,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69835,0.69835,10026,5426,0.5411928984639937
80,0.7,risk_independent,0.0,0.8472978603867887,70001,0.70001,10026,7020,0.7001795332136446
80,0.7,higher_risk_more_available,1.0,1.0184006519909872,69970,0.6997,10026,8331,0.8309395571514063
80,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89940,0.8994,10026,8185,0.8163774187113505
80,0.9,risk_independent,0.0,2.197224577337238,89992,0.89992,10026,9049,0.9025533612607222
80,0.9,higher_risk_more_available,1.0,2.5642215001107616,90115,0.90115,10026,9571,0.9546179932176342
81,0.5,higher_risk_less_available,-1.0,0.0,50101,0.50101,10020,3388,0.33812375249501
81,0.5,risk_independent,0.0,0.0,50058,0.50058,10020,5009,0.4999001996007984
81,0.5,higher_risk_more_available,1.0,0.0,49972,0.49972,10020,6651,0.6637724550898204
81,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69984,0.69984,10020,5447,0.5436127744510978
81,0.7,risk_independent,0.0,0.8472978603867887,69990,0.6999,10020,7077,0.7062874251497006
81,0.7,higher_risk_more_available,1.0,1.0184006519909872,69797,0.69797,10020,8299,0.8282435129740519
81,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90025,0.90025,10020,8203,0.8186626746506986
81,0.9,risk_independent,0.0,2.197224577337238,89965,0.89965,10020,9040,0.9021956087824351
81,0.9,higher_risk_more_available,1.0,2.5642215001107616,89925,0.89925,10020,9535,0.9515968063872255
82,0.5,higher_risk_less_available,-1.0,0.0,49809,0.49809,9949,3310,0.33269675344255706
82,0.5,risk_independent,0.0,0.0,49916,0.49916,9949,4944,0.49693436526284046
82,0.5,higher_risk_more_available,1.0,0.0,49913,0.49913,9949,6561,0.6594632626394612
82,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69952,0.69952,9949,5395,0.542265554327068
82,0.7,risk_independent,0.0,0.8472978603867887,69859,0.69859,9949,6946,0.6981606191577043
82,0.7,higher_risk_more_available,1.0,1.0184006519909872,69921,0.69921,9949,8217,0.8259121519750728
82,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90025,0.90025,9949,8148,0.8189767815860891
82,0.9,risk_independent,0.0,2.197224577337238,89927,0.89927,9949,8944,0.8989848225952357
82,0.9,higher_risk_more_available,1.0,2.5642215001107616,89973,0.89973,9949,9466,0.9514524072771133
83,0.5,higher_risk_less_available,-1.0,0.0,50116,0.50116,9958,3394,0.3408314922675236
83,0.5,risk_independent,0.0,0.0,50064,0.50064,9958,5088,0.5109459730869652
83,0.5,higher_risk_more_available,1.0,0.0,49797,0.49797,9958,6634,0.6661980317332797
83,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70230,0.7023,9958,5457,0.5480016067483431
83,0.7,risk_independent,0.0,0.8472978603867887,70079,0.70079,9958,6953,0.6982325768226552
83,0.7,higher_risk_more_available,1.0,1.0184006519909872,69947,0.69947,9958,8290,0.8324964852379996
83,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90121,0.90121,9958,8163,0.8197429202651135
83,0.9,risk_independent,0.0,2.197224577337238,90006,0.90006,9958,8977,0.9014862422173127
83,0.9,higher_risk_more_available,1.0,2.5642215001107616,90074,0.90074,9958,9499,0.9539064069090178
84,0.5,higher_risk_less_available,-1.0,0.0,50317,0.50317,9915,3269,0.32970247100353
84,0.5,risk_independent,0.0,0.0,50293,0.50293,9915,4964,0.5006555723651034
84,0.5,higher_risk_more_available,1.0,0.0,50256,0.50256,9915,6620,0.6676752395360565
84,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70173,0.70173,9915,5407,0.5453353504790721
84,0.7,risk_independent,0.0,0.8472978603867887,70340,0.7034,9915,6971,0.7030761472516389
84,0.7,higher_risk_more_available,1.0,1.0184006519909872,70205,0.70205,9915,8229,0.8299546142208775
84,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89994,0.89994,9915,8117,0.8186585980837116
84,0.9,risk_independent,0.0,2.197224577337238,90046,0.90046,9915,8935,0.9011598587997983
84,0.9,higher_risk_more_available,1.0,2.5642215001107616,90012,0.90012,9915,9464,0.9545133635905194
85,0.5,higher_risk_less_available,-1.0,0.0,49943,0.49943,9995,3408,0.3409704852426213
85,0.5,risk_independent,0.0,0.0,49996,0.49996,9995,5014,0.5016508254127063
85,0.5,higher_risk_more_available,1.0,0.0,50062,0.50062,9995,6764,0.6767383691845923
85,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70175,0.70175,9995,5425,0.5427713856928464
85,0.7,risk_independent,0.0,0.8472978603867887,70060,0.7006,9995,7061,0.7064532266133067
85,0.7,higher_risk_more_available,1.0,1.0184006519909872,70210,0.7021,9995,8389,0.839319659829915
85,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90026,0.90026,9995,8189,0.8193096548274137
85,0.9,risk_independent,0.0,2.197224577337238,90070,0.9007,9995,9060,0.9064532266133066
85,0.9,higher_risk_more_available,1.0,2.5642215001107616,90048,0.90048,9995,9545,0.9549774887443722
86,0.5,higher_risk_less_available,-1.0,0.0,49958,0.49958,9930,3332,0.3355488418932528
86,0.5,risk_independent,0.0,0.0,50094,0.50094,9930,5009,0.5044310171198388
86,0.5,higher_risk_more_available,1.0,0.0,49907,0.49907,9930,6654,0.6700906344410876
86,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69846,0.69846,9930,5352,0.5389728096676737
86,0.7,risk_independent,0.0,0.8472978603867887,69865,0.69865,9930,6934,0.6982880161127896
86,0.7,higher_risk_more_available,1.0,1.0184006519909872,69730,0.6973,9930,8227,0.8284994964753273
86,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89874,0.89874,9930,8125,0.8182275931520645
86,0.9,risk_independent,0.0,2.197224577337238,89864,0.89864,9930,8955,0.9018126888217523
86,0.9,higher_risk_more_available,1.0,2.5642215001107616,89919,0.89919,9930,9449,0.9515609264853978
87,0.5,higher_risk_less_available,-1.0,0.0,50281,0.50281,10038,3338,0.33253636182506474
87,0.5,risk_independent,0.0,0.0,50093,0.50093,10038,4935,0.4916317991631799
87,0.5,higher_risk_more_available,1.0,0.0,50054,0.50054,10038,6604,0.6578999800757123
87,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70261,0.70261,10038,5412,0.539151225343694
87,0.7,risk_independent,0.0,0.8472978603867887,70134,0.70134,10038,6983,0.6956565052799363
87,0.7,higher_risk_more_available,1.0,1.0184006519909872,70129,0.70129,10038,8293,0.8261605897589162
87,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90127,0.90127,10038,8194,0.8162980673440925
87,0.9,risk_independent,0.0,2.197224577337238,90048,0.90048,10038,9034,0.8999800757122933
87,0.9,higher_risk_more_available,1.0,2.5642215001107616,89874,0.89874,10038,9575,0.953875273958956
88,0.5,higher_risk_less_available,-1.0,0.0,49823,0.49823,10135,3341,0.3296497286630488
88,0.5,risk_independent,0.0,0.0,49701,0.49701,10135,5010,0.4943265910212136
88,0.5,higher_risk_more_available,1.0,0.0,49713,0.49713,10135,6711,0.6621608288110508
88,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69809,0.69809,10135,5394,0.5322150962012827
88,0.7,risk_independent,0.0,0.8472978603867887,69775,0.69775,10135,7040,0.6946225949679329
88,0.7,higher_risk_more_available,1.0,1.0184006519909872,69738,0.69738,10135,8374,0.826245683275777
88,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90031,0.90031,10135,8259,0.8148988653182042
88,0.9,risk_independent,0.0,2.197224577337238,90045,0.90045,10135,9126,0.9004440059200789
88,0.9,higher_risk_more_available,1.0,2.5642215001107616,89968,0.89968,10135,9656,0.9527380365071534
89,0.5,higher_risk_less_available,-1.0,0.0,50227,0.50227,9946,3439,0.34576714256987734
89,0.5,risk_independent,0.0,0.0,50110,0.5011,9946,5110,0.5137743816609692
89,0.5,higher_risk_more_available,1.0,0.0,49911,0.49911,9946,6714,0.6750452443193243
89,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70110,0.7011,9946,5488,0.5517796098934244
89,0.7,risk_independent,0.0,0.8472978603867887,69995,0.69995,9946,7032,0.7070178966418661
89,0.7,higher_risk_more_available,1.0,1.0184006519909872,69981,0.69981,9946,8300,0.8345063342047054
89,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89918,0.89918,9946,8164,0.820832495475568
89,0.9,risk_independent,0.0,2.197224577337238,89977,0.89977,9946,8964,0.9012668409410819
89,0.9,higher_risk_more_available,1.0,2.5642215001107616,89945,0.89945,9946,9489,0.9540518801528253
90,0.5,higher_risk_less_available,-1.0,0.0,49934,0.49934,10151,3356,0.330607821889469
90,0.5,risk_independent,0.0,0.0,49924,0.49924,10151,5032,0.49571470791055067
90,0.5,higher_risk_more_available,1.0,0.0,50179,0.50179,10151,6807,0.6705743276524481
90,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70010,0.7001,10151,5456,0.5374839917249532
90,0.7,risk_independent,0.0,0.8472978603867887,70081,0.70081,10151,7114,0.7008176534331593
90,0.7,higher_risk_more_available,1.0,1.0184006519909872,70119,0.70119,10151,8475,0.8348931139789183
90,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89931,0.89931,10151,8264,0.8141069845335435
90,0.9,risk_independent,0.0,2.197224577337238,90150,0.9015,10151,9194,0.905723574032115
90,0.9,higher_risk_more_available,1.0,2.5642215001107616,90061,0.90061,10151,9708,0.9563589794108954
91,0.5,higher_risk_less_available,-1.0,0.0,50041,0.50041,9997,3336,0.3337001100330099
91,0.5,risk_independent,0.0,0.0,50165,0.50165,9997,5061,0.5062518755626688
91,0.5,higher_risk_more_available,1.0,0.0,49989,0.49989,9997,6684,0.6686005801740522
91,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70012,0.70012,9997,5457,0.5458637591277383
91,0.7,risk_independent,0.0,0.8472978603867887,70017,0.70017,9997,7033,0.7035110533159948
91,0.7,higher_risk_more_available,1.0,1.0184006519909872,69966,0.69966,9997,8263,0.8265479643893168
91,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90078,0.90078,9997,8228,0.8230469140742223
91,0.9,risk_independent,0.0,2.197224577337238,89939,0.89939,9997,8947,0.8949684905471641
91,0.9,higher_risk_more_available,1.0,2.5642215001107616,89883,0.89883,9997,9480,0.9482844853456037
92,0.5,higher_risk_less_available,-1.0,0.0,49888,0.49888,9962,3388,0.3400923509335475
92,0.5,risk_independent,0.0,0.0,50020,0.5002,9962,5056,0.5075286087131098
92,0.5,higher_risk_more_available,1.0,0.0,49875,0.49875,9962,6667,0.6692431238707087
92,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69808,0.69808,9962,5456,0.5476811885163622
92,0.7,risk_independent,0.0,0.8472978603867887,70108,0.70108,9962,7041,0.7067857859867497
92,0.7,higher_risk_more_available,1.0,1.0184006519909872,70159,0.70159,9962,8306,0.8337683196145352
92,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89969,0.89969,9962,8184,0.8215217827745432
92,0.9,risk_independent,0.0,2.197224577337238,89946,0.89946,9962,8994,0.9028307568761292
92,0.9,higher_risk_more_available,1.0,2.5642215001107616,90113,0.90113,9962,9519,0.955531017867898
93,0.5,higher_risk_less_available,-1.0,0.0,50010,0.5001,10025,3391,0.33825436408977555
93,0.5,risk_independent,0.0,0.0,50087,0.50087,10025,5055,0.5042394014962593
93,0.5,higher_risk_more_available,1.0,0.0,50038,0.50038,10025,6684,0.6667331670822942
93,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70045,0.70045,10025,5514,0.5500249376558604
93,0.7,risk_independent,0.0,0.8472978603867887,70151,0.70151,10025,7028,0.7010473815461347
93,0.7,higher_risk_more_available,1.0,1.0184006519909872,70078,0.70078,10025,8270,0.8249376558603492
93,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89911,0.89911,10025,8199,0.81785536159601
93,0.9,risk_independent,0.0,2.197224577337238,90010,0.9001,10025,9020,0.8997506234413966
93,0.9,higher_risk_more_available,1.0,2.5642215001107616,89965,0.89965,10025,9522,0.9498254364089775
94,0.5,higher_risk_less_available,-1.0,0.0,49809,0.49809,9857,3250,0.329714923404687
94,0.5,risk_independent,0.0,0.0,49788,0.49788,9857,4889,0.49599269554631226
94,0.5,higher_risk_more_available,1.0,0.0,49869,0.49869,9857,6498,0.659226945318048
94,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69812,0.69812,9857,5253,0.5329207669676372
94,0.7,risk_independent,0.0,0.8472978603867887,69896,0.69896,9857,6845,0.6944303540631024
94,0.7,higher_risk_more_available,1.0,1.0184006519909872,69949,0.69949,9857,8160,0.8278380846099219
94,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90031,0.90031,9857,8043,0.8159683473673531
94,0.9,risk_independent,0.0,2.197224577337238,89957,0.89957,9857,8878,0.900679719995942
94,0.9,higher_risk_more_available,1.0,2.5642215001107616,90047,0.90047,9857,9386,0.9522166987927361
95,0.5,higher_risk_less_available,-1.0,0.0,49948,0.49948,10154,3375,0.3323813275556431
95,0.5,risk_independent,0.0,0.0,49892,0.49892,10154,5008,0.49320464841441797
