replicate,availability_target_fraction,availability_relation,availability_slope,availability_intercept,model_quality,score_noise_sd,expected_score_latent_correlation,nominal_fraction,protocol,from_scenario,to_scenario,from_eligible_n,to_eligible_n,from_selected_n,to_selected_n,delta_selected_n,from_true_positive_n,to_true_positive_n,delta_true_positive_n,from_population_event_capture,to_population_event_capture,delta_population_event_capture,threshold
52,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,available_subset,all_population,69795,100000,3420,4903,1483,1173,1695,522,0.11785391339294685,0.17030041193609965,0.05244649854315281,1.8473835349447354
52,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,available_subset,all_population,69795,100000,6980,10000,3020,2002,2880,878,0.20114538330151713,0.28935999196222245,0.08821460866070532,
52,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,available_subset,all_population,69795,100000,10000,10000,0,2617,2880,263,0.26293579825178337,0.28935999196222245,0.02642419371043908,
52,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,available_subset,all_population,69795,100000,7137,10221,3084,2035,2921,886,0.20446096654275092,0.29347935295890687,0.08901838641615595,1.4242467158306977
52,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,available_subset,all_population,69795,100000,13959,20000,6041,3224,4617,1393,0.323922435446599,0.4638802371144379,0.1399578016678389,
52,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,available_subset,all_population,69795,100000,20000,20000,0,3998,4617,619,0.4016879332864463,0.4638802371144379,0.06219230382799157,
52,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,available_subset,all_population,69795,100000,13788,19771,5983,3196,4575,1379,0.32110921330252185,0.45966040389832213,0.1385511905958003,0.9394081411688985
52,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,available_subset,all_population,69687,100000,3484,5000,1516,1270,1714,444,0.12759971867778558,0.17220938410529488,0.0446096654275093,
52,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,available_subset,all_population,69687,100000,5000,5000,0,1688,1714,26,0.16959710640008038,0.17220938410529488,0.002612277705214494,
52,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,available_subset,all_population,69687,100000,4602,4903,301,1595,1695,100,0.16025318999296695,0.17030041193609965,0.010047221943132706,1.8473835349447354
52,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,available_subset,all_population,69687,100000,6969,10000,3031,2172,2880,708,0.21822566060484275,0.28935999196222245,0.0711343313573797,
52,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,available_subset,all_population,69687,100000,10000,10000,0,2843,2880,37,0.28564251984326333,0.28935999196222245,0.0037174721189591198,
52,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,available_subset,all_population,69687,100000,9401,10221,820,2723,2921,198,0.27358585351150405,0.29347935295890687,0.019893499447402818,1.4242467158306977
52,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,available_subset,all_population,69687,100000,13937,20000,6063,3614,4617,1003,0.3631066010248166,0.4638802371144379,0.10077363608962125,
52,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,available_subset,all_population,69687,100000,20000,20000,0,4522,4617,95,0.45433537626846177,0.4638802371144379,0.00954486084597611,
52,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,available_subset,all_population,69687,100000,17577,19771,2194,4168,4575,407,0.4187682105897719,0.45966040389832213,0.040892193308550207,0.9394081411688985
52,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,available_subset,all_population,89853,100000,4493,5000,507,1318,1714,396,0.1324223852104893,0.17220938410529488,0.03978699889480558,
52,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,available_subset,all_population,89853,100000,5000,5000,0,1433,1714,281,0.14397669044509193,0.17220938410529488,0.02823269366020295,
52,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,available_subset,all_population,89853,100000,3215,4903,1688,1016,1695,679,0.10207977494222847,0.17030041193609965,0.06822063699387118,1.8473835349447354
52,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,available_subset,all_population,89853,100000,8985,10000,1015,2265,2880,615,0.22756957701195618,0.28935999196222245,0.06179041495026627,
52,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,available_subset,all_population,89853,100000,10000,10000,0,2444,2880,436,0.24555410429016378,0.28935999196222245,0.043805887672058674,
52,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,available_subset,all_population,89853,100000,7339,10221,2882,1937,2921,984,0.19461468903848086,0.29347935295890687,0.098864663920426,1.4242467158306977
52,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,available_subset,all_population,89853,100000,17971,20000,2029,3639,4617,978,0.3656184065105998,0.4638802371144379,0.09826183060383809,
52,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,available_subset,all_population,89853,100000,20000,20000,0,3909,4617,708,0.3927459057570582,0.4638802371144379,0.07113433135737968,
52,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,available_subset,all_population,89853,100000,15141,19771,4630,3241,4575,1334,0.32563046317693156,0.45966040389832213,0.13402994072139057,0.9394081411688985
52,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,available_subset,all_population,89783,100000,4489,5000,511,1534,1714,180,0.15412438460765598,0.17220938410529488,0.018084999497638893,
52,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,available_subset,all_population,89783,100000,5000,5000,0,1654,1714,60,0.16618105093941526,0.17220938410529488,0.006028333165879612,
52,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,available_subset,all_population,89783,100000,4418,4903,485,1518,1695,177,0.15251682909675474,0.17030041193609965,0.01778358283934492,1.8473835349447354
52,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,available_subset,all_population,89783,100000,8978,10000,1022,2578,2880,302,0.2590173816939616,0.28935999196222245,0.03034261026826085,
52,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,available_subset,all_population,89783,100000,10000,10000,0,2774,2880,106,0.27870993670250177,0.28935999196222245,0.010650055259720681,
52,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,available_subset,all_population,89783,100000,9204,10221,1017,2619,2921,302,0.263136742690646,0.29347935295890687,0.03034261026826085,1.4242467158306977
52,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,available_subset,all_population,89783,100000,17957,20000,2043,4129,4617,488,0.41484979403195016,0.4638802371144379,0.04903044308248772,
52,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,available_subset,all_population,89783,100000,20000,20000,0,4408,4617,209,0.4428815432532905,0.4638802371144379,0.02099869386114739,
52,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,available_subset,all_population,89783,100000,17714,19771,2057,4088,4575,487,0.41073043303526574,0.45966040389832213,0.04892997086305639,0.9394081411688985
52,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,available_subset,all_population,89868,100000,4493,5000,507,1571,1714,143,0.1578418567266151,0.17220938410529488,0.014367527378679773,
52,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,available_subset,all_population,89868,100000,5000,5000,0,1697,1714,17,0.17050135637496233,0.17220938410529488,0.0017080277303325453,
52,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,available_subset,all_population,89868,100000,4833,4903,70,1666,1695,29,0.1673867175725912,0.17030041193609965,0.0029136943635084678,1.8473835349447354
52,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,available_subset,all_population,89868,100000,8987,10000,1013,2655,2880,225,0.2667537425901738,0.28935999196222245,0.022606249372048637,
52,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,available_subset,all_population,89868,100000,10000,10000,0,2871,2880,9,0.2884557419873405,0.28935999196222245,0.0009042499748819766,
52,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,available_subset,all_population,89868,100000,10022,10221,199,2875,2921,46,0.28885763086506583,0.29347935295890687,0.004621722093841041,1.4242467158306977
52,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,available_subset,all_population,89868,100000,17974,20000,2026,4298,4617,319,0.43182959911584445,0.4638802371144379,0.03205063799859342,
52,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,available_subset,all_population,89868,100000,20000,20000,0,4591,4617,26,0.4612679594092233,0.4638802371144379,0.0026122777052145496,
52,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,available_subset,all_population,89868,100000,19248,19771,523,4484,4575,91,0.4505174319300713,0.45966040389832213,0.009142971968250813,0.9394081411688985
52,0.5,higher_risk_less_available,-1.0,0.0,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,available_subset,all_population,49677,100000,2484,5000,2516,425,1388,963,0.042700693258314076,0.1394554405706822,0.09675474731236813,
52,0.5,higher_risk_less_available,-1.0,0.0,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,available_subset,all_population,49677,100000,5000,5000,0,761,1388,627,0.07645935898724003,0.1394554405706822,0.06299608158344218,
52,0.5,higher_risk_less_available,-1.0,0.0,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,available_subset,all_population,49677,100000,1025,4946,3921,209,1377,1168,0.020998693861147392,0.1383502461569376,0.11735155229579022,2.336853079898123
52,0.5,higher_risk_less_available,-1.0,0.0,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,available_subset,all_population,49677,100000,4968,10000,5032,756,2346,1590,0.0759569978900834,0.2357078267858937,0.1597508288958103,
52,0.5,higher_risk_less_available,-1.0,0.0,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,available_subset,all_population,49677,100000,10000,10000,0,1243,2346,1103,0.12488696875313976,0.2357078267858937,0.11082085803275393,
52,0.5,higher_risk_less_available,-1.0,0.0,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,available_subset,all_population,49677,100000,2461,9925,7464,419,2333,1914,0.042097859941726115,0.23440168793328645,0.19230382799156032,1.8159142237661081
52,0.5,higher_risk_less_available,-1.0,0.0,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,available_subset,all_population,49677,100000,9935,20000,10065,1238,3982,2744,0.12438460765598312,0.40008037777554506,0.2756957701195619,
52,0.5,higher_risk_less_available,-1.0,0.0,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,available_subset,all_population,49677,100000,20000,20000,0,2023,3982,1959,0.203255299909575,0.40008037777554506,0.19682507786597006,
52,0.5,higher_risk_less_available,-1.0,0.0,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,available_subset,all_population,49677,100000,5873,20203,14330,858,4019,3161,0.08620516427207878,0.4037978498945042,0.3175926856224254,1.1770109695571709
52,0.5,risk_independent,0.0,0.0,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,available_subset,all_population,49673,100000,2484,5000,2516,685,1388,703,0.06882347031045916,0.1394554405706822,0.07063197026022305,
52,0.5,risk_independent,0.0,0.0,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,available_subset,all_population,49673,100000,5000,5000,0,1158,1388,230,0.11634683010147694,0.1394554405706822,0.023108610469205274,
52,0.5,risk_independent,0.0,0.0,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,available_subset,all_population,49673,100000,2423,4946,2523,669,1377,708,0.06721591479955792,0.1383502461569376,0.07113433135737969,2.336853079898123
52,0.5,risk_independent,0.0,0.0,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,available_subset,all_population,49673,100000,4967,10000,5033,1152,2346,1194,0.11574399678488898,0.2357078267858937,0.11996383000100472,
52,0.5,risk_independent,0.0,0.0,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,available_subset,all_population,49673,100000,10000,10000,0,1991,2346,355,0.20004018888777253,0.2357078267858937,0.03566763789812116,
52,0.5,risk_independent,0.0,0.0,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,available_subset,all_population,49673,100000,4953,9925,4972,1150,2333,1183,0.11554305234602633,0.23440168793328645,0.11885863558726012,1.8159142237661081
52,0.5,risk_independent,0.0,0.0,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,available_subset,all_population,49673,100000,9935,20000,10065,1983,3982,1999,0.1992364111323219,0.40008037777554506,0.20084396664322315,
52,0.5,risk_independent,0.0,0.0,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,available_subset,all_population,49673,100000,20000,20000,0,3191,3982,791,0.3206068522053652,0.40008037777554506,0.07947352557017984,
52,0.5,risk_independent,0.0,0.0,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,available_subset,all_population,49673,100000,9944,20203,10259,1984,4019,2035,0.19933688335175323,0.4037978498945042,0.20446096654275095,1.1770109695571709
52,0.5,higher_risk_more_available,1.0,0.0,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,available_subset,all_population,49720,100000,2486,5000,2514,799,1388,589,0.08027730332563046,0.1394554405706822,0.05917813724505175,
52,0.5,higher_risk_more_available,1.0,0.0,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,available_subset,all_population,49720,100000,5000,5000,0,1390,1388,-2,0.13965638500954486,0.1394554405706822,-0.00020094443886264912,
52,0.5,higher_risk_more_available,1.0,0.0,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,available_subset,all_population,49720,100000,3843,4946,1103,1146,1377,231,0.11514116346830101,0.1383502461569376,0.023209082688636598,2.336853079898123
52,0.5,higher_risk_more_available,1.0,0.0,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,available_subset,all_population,49720,100000,4972,10000,5028,1386,2346,960,0.13925449613181956,0.2357078267858937,0.09645333065407413,
52,0.5,higher_risk_more_available,1.0,0.0,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,available_subset,all_population,49720,100000,10000,10000,0,2400,2346,-54,0.24113332663518536,0.2357078267858937,-0.005425499849291665,
52,0.5,higher_risk_more_available,1.0,0.0,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,available_subset,all_population,49720,100000,7456,9925,2469,1899,2333,434,0.19079674470009042,0.23440168793328645,0.043604943233196025,1.8159142237661081
52,0.5,higher_risk_more_available,1.0,0.0,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,available_subset,all_population,49720,100000,9944,20000,10056,2386,3982,1596,0.23972671556314679,0.40008037777554506,0.16035366221239827,
52,0.5,higher_risk_more_available,1.0,0.0,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,available_subset,all_population,49720,100000,20000,20000,0,3975,3982,7,0.3993770722395258,0.40008037777554506,0.0007033055360192719,
52,0.5,higher_risk_more_available,1.0,0.0,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,available_subset,all_population,49720,100000,14137,20203,6066,3140,4019,879,0.3154827690143675,0.4037978498945042,0.08831508088013668,1.1770109695571709
52,0.7,higher_risk_less_available,-1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,available_subset,all_population,69795,100000,3490,5000,1510,669,1388,719,0.06721591479955792,0.1394554405706822,0.07223952577112429,
52,0.7,higher_risk_less_available,-1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,available_subset,all_population,69795,100000,5000,5000,0,902,1388,486,0.09062594192705717,0.1394554405706822,0.04882949864362504,
52,0.7,higher_risk_less_available,-1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,available_subset,all_population,69795,100000,1946,4946,3000,428,1377,949,0.04300210991660806,0.1383502461569376,0.09534813624032956,2.336853079898123
52,0.7,higher_risk_less_available,-1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,available_subset,all_population,69795,100000,6980,10000,3020,1205,2346,1141,0.12106902441474932,0.2357078267858937,0.11463880237114438,
52,0.7,higher_risk_less_available,-1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,available_subset,all_population,69795,100000,10000,10000,0,1590,2346,756,0.1597508288958103,0.2357078267858937,0.0759569978900834,
52,0.7,higher_risk_less_available,-1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,available_subset,all_population,69795,100000,4478,9925,5447,829,2333,1504,0.08329146990857028,0.23440168793328645,0.15111021802471616,1.8159142237661081
52,0.7,higher_risk_less_available,-1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,available_subset,all_population,69795,100000,13959,20000,6041,2039,3982,1943,0.20486285542047625,0.40008037777554506,0.1952175223550688,
52,0.7,higher_risk_less_available,-1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,available_subset,all_population,69795,100000,20000,20000,0,2613,3982,1369,0.26253390937405807,0.40008037777554506,0.137546468401487,
52,0.7,higher_risk_less_available,-1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,available_subset,all_population,69795,100000,10133,20203,10070,1609,4019,2410,0.16165980106500552,0.4037978498945042,0.24213804882949866,1.1770109695571709
52,0.7,risk_independent,0.0,0.8472978603867887,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,available_subset,all_population,69795,100000,3490,5000,1510,971,1388,417,0.09755852506781874,0.1394554405706822,0.041896915502863466,
52,0.7,risk_independent,0.0,0.8472978603867887,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,available_subset,all_population,69795,100000,5000,5000,0,1266,1388,122,0.12719782980006028,0.1394554405706822,0.01225761077062193,
52,0.7,risk_independent,0.0,0.8472978603867887,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,available_subset,all_population,69795,100000,3406,4946,1540,950,1377,427,0.09544860845976087,0.1383502461569376,0.04290163769717674,2.336853079898123
52,0.7,risk_independent,0.0,0.8472978603867887,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,available_subset,all_population,69795,100000,6980,10000,3020,1635,2346,711,0.16427207877022004,0.2357078267858937,0.07143574801567365,
52,0.7,risk_independent,0.0,0.8472978603867887,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,available_subset,all_population,69795,100000,10000,10000,0,2171,2346,175,0.21812518838541142,0.2357078267858937,0.01758263840048227,
52,0.7,risk_independent,0.0,0.8472978603867887,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,available_subset,all_population,69795,100000,6955,9925,2970,1630,2333,703,0.1637697176730634,0.23440168793328645,0.07063197026022305,1.8159142237661081
52,0.7,risk_independent,0.0,0.8472978603867887,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,available_subset,all_population,69795,100000,13959,20000,6041,2797,3982,1185,0.2810207977494223,0.40008037777554506,0.11905958002612277,
52,0.7,risk_independent,0.0,0.8472978603867887,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,available_subset,all_population,69795,100000,20000,20000,0,3569,3982,413,0.3585853511504069,0.40008037777554506,0.041495026625138154,
52,0.7,risk_independent,0.0,0.8472978603867887,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,available_subset,all_population,69795,100000,14024,20203,6179,2805,4019,1214,0.2818245755048729,0.4037978498945042,0.12197327438963129,1.1770109695571709
52,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,available_subset,all_population,69687,100000,3484,5000,1516,1035,1388,353,0.1039887471114237,0.1394554405706822,0.035466693459258514,
52,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,available_subset,all_population,69687,100000,5000,5000,0,1396,1388,-8,0.14025921832613283,0.1394554405706822,-0.0008037777554506242,
52,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,available_subset,all_population,69687,100000,4454,4946,492,1276,1377,101,0.12820255199437355,0.1383502461569376,0.010147694162564058,2.336853079898123
52,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,available_subset,all_population,69687,100000,6969,10000,3031,1772,2346,574,0.17803677283231187,0.2357078267858937,0.057671053953581825,
52,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,available_subset,all_population,69687,100000,10000,10000,0,2366,2346,-20,0.23771727117452024,0.2357078267858937,-0.0020094443886265467,
52,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,available_subset,all_population,69687,100000,8762,9925,1163,2135,2333,198,0.21450818848588366,0.23440168793328645,0.01989349944740279,1.8159142237661081
52,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,available_subset,all_population,69687,100000,13937,20000,6063,3071,3982,911,0.30855018587360594,0.40008037777554506,0.09153019190193912,
52,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,available_subset,all_population,69687,100000,20000,20000,0,4023,3982,-41,0.4041997387722295,0.40008037777554506,-0.004119360996684418,
52,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,available_subset,all_population,69687,100000,17187,20203,3016,3606,4019,413,0.362302823269366,0.4037978498945042,0.041495026625138154,1.1770109695571709
52,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,available_subset,all_population,89853,100000,4493,5000,507,1046,1388,342,0.1050939415251683,0.1394554405706822,0.034361499045513916,
52,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,available_subset,all_population,89853,100000,5000,5000,0,1122,1388,266,0.11272983020194915,0.1394554405706822,0.026725610368733055,
52,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,available_subset,all_population,89853,100000,3544,4946,1402,864,1377,513,0.08680799758866674,0.1383502461569376,0.051542248568270874,2.336853079898123
52,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,available_subset,all_population,89853,100000,8985,10000,1015,1808,2346,538,0.18165377273183964,0.2357078267858937,0.05405405405405406,
52,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,available_subset,all_population,89853,100000,10000,10000,0,1969,2346,377,0.19782980006028333,0.2357078267858937,0.03787802672561036,
52,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,available_subset,all_population,89853,100000,7560,9925,2365,1570,2333,763,0.15774138450718375,0.23440168793328645,0.0766603034261027,1.8159142237661081
52,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,available_subset,all_population,89853,100000,17971,20000,2029,3144,3982,838,0.31588465789209286,0.40008037777554506,0.0841957198834522,
52,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,available_subset,all_population,89853,100000,20000,20000,0,3383,3982,599,0.33989751833618004,0.40008037777554506,0.06018285943936502,
52,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,available_subset,all_population,89853,100000,16138,20203,4065,2895,4019,1124,0.2908670752536924,0.4037978498945042,0.1129307746408118,1.1770109695571709
52,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,available_subset,all_population,89783,100000,4489,5000,511,1241,1388,147,0.1246860243142771,0.1394554405706822,0.014769416256405113,
52,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,available_subset,all_population,89783,100000,5000,5000,0,1350,1388,38,0.13563749623229177,0.1394554405706822,0.0038179443383904443,
52,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,available_subset,all_population,89783,100000,4434,4946,512,1229,1377,148,0.12348035768110117,0.1383502461569376,0.014869888475836437,2.336853079898123
52,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,available_subset,all_population,89783,100000,8978,10000,1022,2098,2346,248,0.21079071636692454,0.2357078267858937,0.024917110418969157,
52,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,available_subset,all_population,89783,100000,10000,10000,0,2288,2346,58,0.22988043805887673,0.2357078267858937,0.005827388727016963,
52,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,available_subset,all_population,89783,100000,8923,9925,1002,2088,2333,245,0.20978599417261126,0.23440168793328645,0.024615693760675184,1.8159142237661081
52,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,available_subset,all_population,89783,100000,17957,20000,2043,3569,3982,413,0.3585853511504069,0.40008037777554506,0.041495026625138154,
52,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,available_subset,all_population,89783,100000,20000,20000,0,3864,3982,118,0.38822465588264843,0.40008037777554506,0.011855721892896631,
